name,from,to,departure,fare_sl,fare_1ac,fare_2ac,fare_3ac
Rajdhani Regional Express 3138,Kharagpur Junction,Dehri-on-Sone,11:19,589,2112,236,1070
East Corridor Express 3139,Kharagpur Junction,Dehri-on-Sone,12:54,601,2153,240,1092
Jan Seva Express 3140,Kharagpur Junction,Dehri-on-Sone,14:29,613,2194,245,1112
Eastern India Express 3141,Kharagpur Junction,Sasaram Junction,03:07,331,1221,135,616
Ganga Valley Express 3142,Kharagpur Junction,Sasaram Junction,04:42,343,1263,140,637
North Bengal Express 3143,Kharagpur Junction,Sasaram Junction,06:17,355,1304,145,658
Kolkata Intercity Express 3144,Kharagpur Junction,Sasaram Junction,07:52,367,1346,149,680
Bihar Bengal Express 3145,Kharagpur Junction,Sasaram Junction,09:27,379,1387,154,700
Sundarban Express 3146,Kharagpur Junction,Sasaram Junction,11:02,391,1428,159,721
Teesta Express 3147,Kharagpur Junction,Sasaram Junction,12:37,403,1470,163,743
Rajdhani Regional Express 3148,Kharagpur Junction,Sasaram Junction,14:12,415,1511,168,764
East Corridor Express 3149,Kharagpur Junction,Sasaram Junction,15:47,427,1553,173,785
Jan Seva Express 3150,Kharagpur Junction,Sasaram Junction,17:22,439,1594,177,806
Eastern India Express 3151,Kharagpur Junction,Motihari (Bapudham Motihari),06:09,160,632,69,315
Ganga Valley Express 3152,Kharagpur Junction,Motihari (Bapudham Motihari),07:44,172,673,74,335
North Bengal Express 3153,Kharagpur Junction,Motihari (Bapudham Motihari),09:19,184,714,78,357
Kolkata Intercity Express 3154,Kharagpur Junction,Motihari (Bapudham Motihari),10:54,196,756,83,378
Bihar Bengal Express 3155,Kharagpur Junction,Motihari (Bapudham Motihari),12:29,208,797,88,399
Sundarban Express 3156,Kharagpur Junction,Motihari (Bapudham Motihari),14:04,220,839,93,420
Teesta Express 3157,Kharagpur Junction,Motihari (Bapudham Motihari),15:39,232,880,97,441
Rajdhani Regional Express 3158,Kharagpur Junction,Motihari (Bapudham Motihari),17:14,244,921,102,462
East Corridor Express 3159,Kharagpur Junction,Motihari (Bapudham Motihari),18:49,256,963,106,484
Jan Seva Express 3160,Kharagpur Junction,Motihari (Bapudham Motihari),20:24,268,1004,111,505
Eastern India Express 3161,Kharagpur Junction,Bettiah,08:38,483,1746,194,884
Ganga Valley Express 3162,Kharagpur Junction,Bettiah,10:13,495,1787,199,905
North Bengal Express 3163,Kharagpur Junction,Bettiah,11:48,507,1829,204,926
Kolkata Intercity Express 3164,Kharagpur Junction,Bettiah,13:23,519,1870,208,947
Bihar Bengal Express 3165,Kharagpur Junction,Bettiah,14:58,531,1911,213,968
Sundarban Express 3166,Kharagpur Junction,Bettiah,16:33,543,1953,218,989
Teesta Express 3167,Kharagpur Junction,Bettiah,18:08,555,1994,222,1011
Rajdhani Regional Express 3168,Kharagpur Junction,Bettiah,19:43,567,2036,227,1032
East Corridor Express 3169,Kharagpur Junction,Bettiah,21:18,579,2077,232,1052
Jan Seva Express 3170,Kharagpur Junction,Bettiah,22:53,591,2118,236,1074
Eastern India Express 3171,Kharagpur Junction,Raxaul Junction,11:36,480,1736,193,879
Ganga Valley Express 3172,Kharagpur Junction,Raxaul Junction,13:11,492,1777,198,899
North Bengal Express 3173,Kharagpur Junction,Raxaul Junction,14:46,504,1818,203,920
Kolkata Intercity Express 3174,Kharagpur Junction,Raxaul Junction,16:21,516,1860,207,942
Bihar Bengal Express 3175,Kharagpur Junction,Raxaul Junction,17:56,528,1901,212,963
Sundarban Express 3176,Kharagpur Junction,Raxaul Junction,19:31,540,1943,217,984
Teesta Express 3177,Kharagpur Junction,Raxaul Junction,21:06,552,1984,221,1005
Rajdhani Regional Express 3178,Kharagpur Junction,Raxaul Junction,22:41,564,2025,226,1026
East Corridor Express 3179,Kharagpur Junction,Raxaul Junction,00:16,576,2067,230,1048
Jan Seva Express 3180,Kharagpur Junction,Raxaul Junction,01:51,588,2108,235,1069
Eastern India Express 3181,Kharagpur Junction,Siwan Junction,14:25,315,1166,129,588
Ganga Valley Express 3182,Kharagpur Junction,Siwan Junction,16:00,327,1208,134,609
North Bengal Express 3183,Kharagpur Junction,Siwan Junction,17:35,339,1249,138,630
Kolkata Intercity Express 3184,Kharagpur Junction,Siwan Junction,19:10,351,1290,143,651
Bihar Bengal Express 3185,Kharagpur Junction,Siwan Junction,20:45,363,1332,148,672
Sundarban Express 3186,Kharagpur Junction,Siwan Junction,22:20,375,1373,153,693
Teesta Express 3187,Kharagpur Junction,Siwan Junction,23:55,387,1415,157,715
Rajdhani Regional Express 3188,Kharagpur Junction,Siwan Junction,01:30,399,1456,162,735
East Corridor Express 3189,Kharagpur Junction,Siwan Junction,03:05,411,1497,166,757
Jan Seva Express 3190,Kharagpur Junction,Siwan Junction,04:40,423,1539,171,778
Eastern India Express 3191,Kharagpur Junction,Begusarai,17:10,185,718,79,358
Ganga Valley Express 3192,Kharagpur Junction,Begusarai,18:45,197,759,83,380
North Bengal Express 3193,Kharagpur Junction,Begusarai,20:20,209,801,88,401
Kolkata Intercity Express 3194,Kharagpur Junction,Begusarai,21:55,221,842,93,422
Bihar Bengal Express 3195,Kharagpur Junction,Begusarai,23:30,233,883,97,443
Sundarban Express 3196,Kharagpur Junction,Begusarai,01:05,245,925,102,464
Teesta Express 3197,Kharagpur Junction,Begusarai,02:40,257,966,107,485
Rajdhani Regional Express 3198,Kharagpur Junction,Begusarai,04:15,269,1008,111,507
East Corridor Express 3199,Kharagpur Junction,Begusarai,05:50,281,1049,116,528
Jan Seva Express 3200,Kharagpur Junction,Begusarai,07:25,293,1090,121,548
Eastern India Express 3201,Kharagpur Junction,Khagaria Junction,20:08,381,1394,155,704
Ganga Valley Express 3202,Kharagpur Junction,Khagaria Junction,21:43,393,1435,159,725
North Bengal Express 3203,Kharagpur Junction,Khagaria Junction,23:18,405,1477,164,746
Kolkata Intercity Express 3204,Kharagpur Junction,Khagaria Junction,00:53,417,1518,169,767
Bihar Bengal Express 3205,Kharagpur Junction,Khagaria Junction,02:28,429,1560,173,789
Sundarban Express 3206,Kharagpur Junction,Khagaria Junction,04:03,441,1601,178,810
Teesta Express 3207,Kharagpur Junction,Khagaria Junction,05:38,453,1642,183,830
Rajdhani Regional Express 3208,Kharagpur Junction,Khagaria Junction,07:13,465,1684,187,852
East Corridor Express 3209,Kharagpur Junction,Khagaria Junction,08:48,477,1725,192,873
Jan Seva Express 3210,Kharagpur Junction,Khagaria Junction,10:23,489,1767,197,894
Eastern India Express 3211,Kharagpur Junction,Jamalpur Junction,22:58,284,1059,117,533
Ganga Valley Express 3212,Kharagpur Junction,Jamalpur Junction,00:33,296,1101,122,554
North Bengal Express 3213,Kharagpur Junction,Jamalpur Junction,02:08,308,1142,127,575
Kolkata Intercity Express 3214,Kharagpur Junction,Jamalpur Junction,03:43,320,1184,131,597
Bihar Bengal Express 3215,Kharagpur Junction,Jamalpur Junction,05:18,332,1225,136,617
Sundarban Express 3216,Kharagpur Junction,Jamalpur Junction,06:53,344,1266,140,639
Teesta Express 3217,Kharagpur Junction,Jamalpur Junction,08:28,356,1308,145,660
Rajdhani Regional Express 3218,Kharagpur Junction,Jamalpur Junction,10:03,368,1349,150,681
East Corridor Express 3219,Kharagpur Junction,Jamalpur Junction,11:38,380,1391,155,702
Jan Seva Express 3220,Kharagpur Junction,Jamalpur Junction,13:13,392,1432,159,723
Eastern India Express 3221,Kharagpur Junction,Nawada,01:37,353,1297,144,654
Ganga Valley Express 3222,Kharagpur Junction,Nawada,03:12,365,1339,149,675
North Bengal Express 3223,Kharagpur Junction,Nawada,04:47,377,1380,153,697
Kolkata Intercity Express 3224,Kharagpur Junction,Nawada,06:22,389,1422,158,718
Bihar Bengal Express 3225,Kharagpur Junction,Nawada,07:57,401,1463,163,739
Sundarban Express 3226,Kharagpur Junction,Nawada,09:32,413,1504,167,760
Teesta Express 3227,Kharagpur Junction,Nawada,11:07,425,1546,172,781
Rajdhani Regional Express 3228,Kharagpur Junction,Nawada,12:42,437,1587,177,802
East Corridor Express 3229,Kharagpur Junction,Nawada,14:17,449,1629,181,824
Jan Seva Express 3230,Kharagpur Junction,Nawada,15:52,461,1670,186,845
Eastern India Express 3231,Kharagpur Junction,Jehanabad,04:30,460,1667,186,843
Ganga Valley Express 3232,Kharagpur Junction,Jehanabad,06:05,472,1708,190,864
North Bengal Express 3233,Kharagpur Junction,Jehanabad,07:40,484,1749,195,885
Kolkata Intercity Express 3234,Kharagpur Junction,Jehanabad,09:15,496,1791,199,907
Bihar Bengal Express 3235,Kharagpur Junction,Jehanabad,10:50,508,1832,204,928
Sundarban Express 3236,Kharagpur Junction,Jehanabad,12:25,520,1874,209,949
Teesta Express 3237,Kharagpur Junction,Jehanabad,14:00,532,1915,213,970
Rajdhani Regional Express 3238,Kharagpur Junction,Jehanabad,15:35,544,1956,218,991
East Corridor Express 3239,Kharagpur Junction,Jehanabad,17:10,556,1998,223,1012
Jan Seva Express 3240,Kharagpur Junction,Jehanabad,18:45,568,2039,227,1034
Eastern India Express 3241,Kharagpur Junction,Jaynagar,07:19,294,1094,121,551
Ganga Valley Express 3242,Kharagpur Junction,Jaynagar,08:54,306,1135,126,571
North Bengal Express 3243,Kharagpur Junction,Jaynagar,10:29,318,1177,130,593
Kolkata Intercity Express 3244,Kharagpur Junction,Jaynagar,12:04,330,1218,135,614
Bihar Bengal Express 3245,Kharagpur Junction,Jaynagar,13:39,342,1259,140,635
Sundarban Express 3246,Kharagpur Junction,Jaynagar,15:14,354,1301,144,657
Teesta Express 3247,Kharagpur Junction,Jaynagar,16:49,366,1342,149,677
Rajdhani Regional Express 3248,Kharagpur Junction,Jaynagar,18:24,378,1384,154,698
East Corridor Express 3249,Kharagpur Junction,Jaynagar,19:59,390,1425,158,720
Jan Seva Express 3250,Kharagpur Junction,Jaynagar,21:34,402,1466,163,741
Eastern India Express 3251,Kharagpur Junction,Narkatiaganj Junction,10:22,170,666,73,332
Ganga Valley Express 3252,Kharagpur Junction,Narkatiaganj Junction,11:57,182,707,78,353
North Bengal Express 3253,Kharagpur Junction,Narkatiaganj Junction,13:32,194,749,82,375
Kolkata Intercity Express 3254,Kharagpur Junction,Narkatiaganj Junction,15:07,206,790,87,395
Bihar Bengal Express 3255,Kharagpur Junction,Narkatiaganj Junction,16:42,218,832,92,416
Sundarban Express 3256,Kharagpur Junction,Narkatiaganj Junction,18:17,230,873,96,438
Teesta Express 3257,Kharagpur Junction,Narkatiaganj Junction,19:52,242,914,101,459
Rajdhani Regional Express 3258,Kharagpur Junction,Narkatiaganj Junction,21:27,254,956,106,480
East Corridor Express 3259,Kharagpur Junction,Narkatiaganj Junction,23:02,266,997,110,501
Jan Seva Express 3260,Kharagpur Junction,Narkatiaganj Junction,00:37,278,1039,115,522
Eastern India Express 3261,Kharagpur Junction,Ranchi Junction,13:06,501,1808,201,916
Ganga Valley Express 3262,Kharagpur Junction,Ranchi Junction,14:41,513,1849,206,936
North Bengal Express 3263,Kharagpur Junction,Ranchi Junction,16:16,525,1891,211,957
Kolkata Intercity Express 3264,Kharagpur Junction,Ranchi Junction,17:51,537,1932,215,979
Bihar Bengal Express 3265,Kharagpur Junction,Ranchi Junction,19:26,549,1974,220,1000
Sundarban Express 3266,Kharagpur Junction,Ranchi Junction,21:01,561,2015,225,1021
Teesta Express 3267,Kharagpur Junction,Ranchi Junction,22:36,573,2056,229,1042
Rajdhani Regional Express 3268,Kharagpur Junction,Ranchi Junction,00:11,585,2098,234,1063
East Corridor Express 3269,Kharagpur Junction,Ranchi Junction,01:46,597,2139,239,1084
Jan Seva Express 3270,Kharagpur Junction,Ranchi Junction,03:21,609,2181,243,1106
Eastern India Express 3271,Kharagpur Junction,Dhanbad Junction,15:57,418,1522,169,769
Ganga Valley Express 3272,Kharagpur Junction,Dhanbad Junction,17:32,430,1563,174,790
North Bengal Express 3273,Kharagpur Junction,Dhanbad Junction,19:07,442,1604,179,811
Kolkata Intercity Express 3274,Kharagpur Junction,Dhanbad Junction,20:42,454,1646,183,833
Bihar Bengal Express 3275,Kharagpur Junction,Dhanbad Junction,22:17,466,1687,188,853
Sundarban Express 3276,Kharagpur Junction,Dhanbad Junction,23:52,478,1729,192,875
Teesta Express 3277,Kharagpur Junction,Dhanbad Junction,01:27,490,1770,197,896
Rajdhani Regional Express 3278,Kharagpur Junction,Dhanbad Junction,03:02,502,1811,202,917
East Corridor Express 3279,Kharagpur Junction,Dhanbad Junction,04:37,514,1853,206,939
Jan Seva Express 3280,Kharagpur Junction,Dhanbad Junction,06:12,526,1894,211,959
Eastern India Express 3281,Kharagpur Junction,Tatanagar Junction (Jamshedpur),19:02,246,928,102,466
Ganga Valley Express 3282,Kharagpur Junction,Tatanagar Junction (Jamshedpur),20:37,258,970,107,487
North Bengal Express 3283,Kharagpur Junction,Tatanagar Junction (Jamshedpur),22:12,270,1011,112,508
Kolkata Intercity Express 3284,Kharagpur Junction,Tatanagar Junction (Jamshedpur),23:47,282,1052,116,530
Bihar Bengal Express 3285,Kharagpur Junction,Tatanagar Junction (Jamshedpur),01:22,294,1094,121,551
Sundarban Express 3286,Kharagpur Junction,Tatanagar Junction (Jamshedpur),02:57,306,1135,126,571
Teesta Express 3287,Kharagpur Junction,Tatanagar Junction (Jamshedpur),04:32,318,1177,130,593
Rajdhani Regional Express 3288,Kharagpur Junction,Tatanagar Junction (Jamshedpur),06:07,330,1218,135,614
East Corridor Express 3289,Kharagpur Junction,Tatanagar Junction (Jamshedpur),07:42,342,1259,140,635
Jan Seva Express 3290,Kharagpur Junction,Tatanagar Junction (Jamshedpur),09:17,354,1301,144,657
Eastern India Express 3291,Kharagpur Junction,Bokaro Steel City,21:38,126,514,56,254
Ganga Valley Express 3292,Kharagpur Junction,Bokaro Steel City,23:13,138,556,61,275
North Bengal Express 3293,Kharagpur Junction,Bokaro Steel City,00:48,150,597,65,297
Kolkata Intercity Express 3294,Kharagpur Junction,Bokaro Steel City,02:23,162,638,70,318
Bihar Bengal Express 3295,Kharagpur Junction,Bokaro Steel City,03:58,174,680,75,339
Sundarban Express 3296,Kharagpur Junction,Bokaro Steel City,05:33,186,721,79,360
Teesta Express 3297,Kharagpur Junction,Bokaro Steel City,07:08,198,763,84,381
Rajdhani Regional Express 3298,Kharagpur Junction,Bokaro Steel City,08:43,210,804,89,402
East Corridor Express 3299,Kharagpur Junction,Bokaro Steel City,10:18,222,845,93,424
Jan Seva Express 3300,Kharagpur Junction,Bokaro Steel City,11:53,234,887,98,445
Eastern India Express 3301,Kharagpur Junction,Jasidih Junction,00:27,390,1425,158,720
Ganga Valley Express 3302,Kharagpur Junction,Jasidih Junction,02:02,402,1466,163,741
North Bengal Express 3303,Kharagpur Junction,Jasidih Junction,03:37,414,1508,168,762
Kolkata Intercity Express 3304,Kharagpur Junction,Jasidih Junction,05:12,426,1549,172,783
Bihar Bengal Express 3305,Kharagpur Junction,Jasidih Junction,06:47,438,1591,177,804
Sundarban Express 3306,Kharagpur Junction,Jasidih Junction,08:22,450,1632,182,825
Teesta Express 3307,Kharagpur Junction,Jasidih Junction,09:57,462,1673,186,847
Rajdhani Regional Express 3308,Kharagpur Junction,Jasidih Junction,11:32,474,1715,191,868
East Corridor Express 3309,Kharagpur Junction,Jasidih Junction,13:07,486,1756,195,889
Jan Seva Express 3310,Kharagpur Junction,Jasidih Junction,14:42,498,1798,200,910
Eastern India Express 3311,Kharagpur Junction,Madhupur Junction,03:18,414,1508,168,762
Ganga Valley Express 3312,Kharagpur Junction,Madhupur Junction,04:53,426,1549,172,783
North Bengal Express 3313,Kharagpur Junction,Madhupur Junction,06:28,438,1591,177,804
Kolkata Intercity Express 3314,Kharagpur Junction,Madhupur Junction,08:03,450,1632,182,825
Bihar Bengal Express 3315,Kharagpur Junction,Madhupur Junction,09:38,462,1673,186,847
Sundarban Express 3316,Kharagpur Junction,Madhupur Junction,11:13,474,1715,191,868
Teesta Express 3317,Kharagpur Junction,Madhupur Junction,12:48,486,1756,195,889
Rajdhani Regional Express 3318,Kharagpur Junction,Madhupur Junction,14:23,498,1798,200,910
East Corridor Express 3319,Kharagpur Junction,Madhupur Junction,15:58,510,1839,205,931
Jan Seva Express 3320,Kharagpur Junction,Madhupur Junction,17:33,522,1880,210,952
Eastern India Express 3321,Kharagpur Junction,Koderma Junction,06:07,274,1025,113,516
Ganga Valley Express 3322,Kharagpur Junction,Koderma Junction,07:42,286,1066,118,536
North Bengal Express 3323,Kharagpur Junction,Koderma Junction,09:17,298,1108,123,557
Kolkata Intercity Express 3324,Kharagpur Junction,Koderma Junction,10:52,310,1149,127,579
Bihar Bengal Express 3325,Kharagpur Junction,Koderma Junction,12:27,322,1190,132,600
Sundarban Express 3326,Kharagpur Junction,Koderma Junction,14:02,334,1232,137,621
Teesta Express 3327,Kharagpur Junction,Koderma Junction,15:37,346,1273,141,642
Rajdhani Regional Express 3328,Kharagpur Junction,Koderma Junction,17:12,358,1315,146,663
East Corridor Express 3329,Kharagpur Junction,Koderma Junction,18:47,370,1356,151,684
Jan Seva Express 3330,Kharagpur Junction,Koderma Junction,20:22,382,1397,155,706
Eastern India Express 3331,Kharagpur Junction,Deoghar Junction,08:57,428,1556,173,787
Ganga Valley Express 3332,Kharagpur Junction,Deoghar Junction,10:32,440,1598,178,808
North Bengal Express 3333,Kharagpur Junction,Deoghar Junction,12:07,452,1639,182,829
Kolkata Intercity Express 3334,Kharagpur Junction,Deoghar Junction,13:42,464,1680,187,850
Bihar Bengal Express 3335,Kharagpur Junction,Deoghar Junction,15:17,476,1722,192,871
Sundarban Express 3336,Kharagpur Junction,Deoghar Junction,16:52,488,1763,196,893
Teesta Express 3337,Kharagpur Junction,Deoghar Junction,18:27,500,1805,201,914
Rajdhani Regional Express 3338,Kharagpur Junction,Deoghar Junction,20:02,512,1846,206,934
East Corridor Express 3339,Kharagpur Junction,Deoghar Junction,21:37,524,1887,210,956
Jan Seva Express 3340,Kharagpur Junction,Deoghar Junction,23:12,536,1929,215,977
Eastern India Express 3341,Kharagpur Junction,Hatia,11:36,283,1056,117,531
Ganga Valley Express 3342,Kharagpur Junction,Hatia,13:11,295,1097,122,552
North Bengal Express 3343,Kharagpur Junction,Hatia,14:46,307,1139,126,574
Kolkata Intercity Express 3344,Kharagpur Junction,Hatia,16:21,319,1180,131,594
Bihar Bengal Express 3345,Kharagpur Junction,Hatia,17:56,331,1221,135,616
Sundarban Express 3346,Kharagpur Junction,Hatia,19:31,343,1263,140,637
Teesta Express 3347,Kharagpur Junction,Hatia,21:06,355,1304,145,658
Rajdhani Regional Express 3348,Kharagpur Junction,Hatia,22:41,367,1346,149,680
East Corridor Express 3349,Kharagpur Junction,Hatia,00:16,379,1387,154,700
Jan Seva Express 3350,Kharagpur Junction,Hatia,01:51,391,1428,159,721
Eastern India Express 3351,Kharagpur Junction,Barkakana Junction,14:39,233,883,97,443
Ganga Valley Express 3352,Kharagpur Junction,Barkakana Junction,16:14,245,925,102,464
North Bengal Express 3353,Kharagpur Junction,Barkakana Junction,17:49,257,966,107,485
Kolkata Intercity Express 3354,Kharagpur Junction,Barkakana Junction,19:24,269,1008,111,507
Bihar Bengal Express 3355,Kharagpur Junction,Barkakana Junction,20:59,281,1049,116,528
Sundarban Express 3356,Kharagpur Junction,Barkakana Junction,22:34,293,1090,121,548
