name,from,to,departure,fare_sitting,fare_sleeper
GreenLine Travels 12213,Midnapore,Ara Junction,05:59,168,300
Royal Roadways 12214,Midnapore,Ara Junction,08:32,178,315
CityLink Travels 12215,Midnapore,Ara Junction,11:05,188,331
Eastern Star Travels 12216,Midnapore,Buxar Junction,02:48,149,270
North Bengal Express Bus 12217,Midnapore,Buxar Junction,05:21,159,286
GreenLine Travels 12218,Midnapore,Buxar Junction,07:54,169,301
Royal Roadways 12219,Midnapore,Buxar Junction,10:27,179,317
CityLink Travels 12220,Midnapore,Buxar Junction,13:00,189,332
Eastern Star Travels 12221,Midnapore,Hajipur Junction,04:43,383,633
North Bengal Express Bus 12222,Midnapore,Hajipur Junction,07:16,393,649
GreenLine Travels 12223,Midnapore,Hajipur Junction,09:49,403,664
Royal Roadways 12224,Midnapore,Hajipur Junction,12:22,413,680
CityLink Travels 12225,Midnapore,Hajipur Junction,14:55,423,695
Eastern Star Travels 12226,Midnapore,Sonpur Junction,06:38,396,653
North Bengal Express Bus 12227,Midnapore,Sonpur Junction,09:11,406,669
GreenLine Travels 12228,Midnapore,Sonpur Junction,11:44,416,684
Royal Roadways 12229,Midnapore,Sonpur Junction,14:17,426,700
CityLink Travels 12230,Midnapore,Sonpur Junction,16:50,436,715
Eastern Star Travels 12231,Midnapore,Saharsa Junction,08:33,195,342
North Bengal Express Bus 12232,Midnapore,Saharsa Junction,11:06,205,357
GreenLine Travels 12233,Midnapore,Saharsa Junction,13:39,215,373
Royal Roadways 12234,Midnapore,Saharsa Junction,16:12,225,388
CityLink Travels 12235,Midnapore,Saharsa Junction,18:45,235,404
Eastern Star Travels 12236,Midnapore,Purnea Junction,10:28,218,377
North Bengal Express Bus 12237,Midnapore,Purnea Junction,13:01,228,393
GreenLine Travels 12238,Midnapore,Purnea Junction,15:34,238,408
Royal Roadways 12239,Midnapore,Purnea Junction,18:07,248,424
CityLink Travels 12240,Midnapore,Purnea Junction,20:40,258,439
Eastern Star Travels 12241,Midnapore,Kishanganj,12:23,311,522
North Bengal Express Bus 12242,Midnapore,Kishanganj,14:56,321,537
GreenLine Travels 12243,Midnapore,Kishanganj,17:29,331,553
Royal Roadways 12244,Midnapore,Kishanganj,20:02,341,568
CityLink Travels 12245,Midnapore,Kishanganj,22:35,351,584
Eastern Star Travels 12246,Midnapore,Dehri-on-Sone,14:18,307,515
North Bengal Express Bus 12247,Midnapore,Dehri-on-Sone,16:51,317,531
GreenLine Travels 12248,Midnapore,Dehri-on-Sone,19:24,327,546
Royal Roadways 12249,Midnapore,Dehri-on-Sone,21:57,337,562
CityLink Travels 12250,Midnapore,Dehri-on-Sone,00:30,347,577
Eastern Star Travels 12251,Midnapore,Sasaram Junction,16:13,266,452
North Bengal Express Bus 12252,Midnapore,Sasaram Junction,18:46,276,467
GreenLine Travels 12253,Midnapore,Sasaram Junction,21:19,286,483
Royal Roadways 12254,Midnapore,Sasaram Junction,23:52,296,498
CityLink Travels 12255,Midnapore,Sasaram Junction,02:25,306,514
Eastern Star Travels 12256,Midnapore,Motihari (Bapudham Motihari),18:08,294,495
North Bengal Express Bus 12257,Midnapore,Motihari (Bapudham Motihari),20:41,304,511
GreenLine Travels 12258,Midnapore,Motihari (Bapudham Motihari),23:14,314,526
Royal Roadways 12259,Midnapore,Motihari (Bapudham Motihari),01:47,324,542
CityLink Travels 12260,Midnapore,Motihari (Bapudham Motihari),04:20,334,557
Eastern Star Travels 12261,Midnapore,Bettiah,20:03,104,201
North Bengal Express Bus 12262,Midnapore,Bettiah,22:36,114,216
GreenLine Travels 12263,Midnapore,Bettiah,01:09,124,232
Royal Roadways 12264,Midnapore,Bettiah,03:42,134,247
CityLink Travels 12265,Midnapore,Bettiah,06:15,144,263
Eastern Star Travels 12266,Midnapore,Raxaul Junction,21:58,362,601
North Bengal Express Bus 12267,Midnapore,Raxaul Junction,00:31,372,616
GreenLine Travels 12268,Midnapore,Raxaul Junction,03:04,382,632
Royal Roadways 12269,Midnapore,Raxaul Junction,05:37,392,647
CityLink Travels 12270,Midnapore,Raxaul Junction,08:10,402,663
Eastern Star Travels 12271,Midnapore,Siwan Junction,23:53,341,568
North Bengal Express Bus 12272,Midnapore,Siwan Junction,02:26,351,584
GreenLine Travels 12273,Midnapore,Siwan Junction,04:59,361,599
Royal Roadways 12274,Midnapore,Siwan Junction,07:32,371,615
CityLink Travels 12275,Midnapore,Siwan Junction,10:05,381,630
Eastern Star Travels 12276,Midnapore,Begusarai,01:48,372,616
North Bengal Express Bus 12277,Midnapore,Begusarai,04:21,382,632
GreenLine Travels 12278,Midnapore,Begusarai,06:54,392,647
Royal Roadways 12279,Midnapore,Begusarai,09:27,402,663
CityLink Travels 12280,Midnapore,Begusarai,12:00,412,678
Eastern Star Travels 12281,Midnapore,Khagaria Junction,03:43,148,269
North Bengal Express Bus 12282,Midnapore,Khagaria Junction,06:16,158,284
GreenLine Travels 12283,Midnapore,Khagaria Junction,08:49,168,300
Royal Roadways 12284,Midnapore,Khagaria Junction,11:22,178,315
CityLink Travels 12285,Midnapore,Khagaria Junction,13:55,188,331
Eastern Star Travels 12286,Midnapore,Jamalpur Junction,05:38,218,377
North Bengal Express Bus 12287,Midnapore,Jamalpur Junction,08:11,228,393
GreenLine Travels 12288,Midnapore,Jamalpur Junction,10:44,238,408
Royal Roadways 12289,Midnapore,Jamalpur Junction,13:17,248,424
CityLink Travels 12290,Midnapore,Jamalpur Junction,15:50,258,439
Eastern Star Travels 12291,Midnapore,Nawada,07:33,418,687
North Bengal Express Bus 12292,Midnapore,Nawada,10:06,428,703
GreenLine Travels 12293,Midnapore,Nawada,12:39,438,718
Royal Roadways 12294,Midnapore,Nawada,15:12,448,734
CityLink Travels 12295,Midnapore,Nawada,17:45,458,749
Eastern Star Travels 12296,Midnapore,Jehanabad,09:28,253,432
North Bengal Express Bus 12297,Midnapore,Jehanabad,12:01,263,447
GreenLine Travels 12298,Midnapore,Jehanabad,14:34,273,463
Royal Roadways 12299,Midnapore,Jehanabad,17:07,283,478
CityLink Travels 12300,Midnapore,Jehanabad,19:40,293,494
Eastern Star Travels 12301,Midnapore,Jaynagar,11:23,226,390
North Bengal Express Bus 12302,Midnapore,Jaynagar,13:56,236,405
GreenLine Travels 12303,Midnapore,Jaynagar,16:29,246,421
Royal Roadways 12304,Midnapore,Jaynagar,19:02,256,436
CityLink Travels 12305,Midnapore,Jaynagar,21:35,266,452
Eastern Star Travels 12306,Midnapore,Narkatiaganj Junction,13:18,284,480
North Bengal Express Bus 12307,Midnapore,Narkatiaganj Junction,15:51,294,495
GreenLine Travels 12308,Midnapore,Narkatiaganj Junction,18:24,304,511
Royal Roadways 12309,Midnapore,Narkatiaganj Junction,20:57,314,526
CityLink Travels 12310,Midnapore,Narkatiaganj Junction,23:30,324,542
Eastern Star Travels 12311,Midnapore,Ranchi Junction,15:13,129,239
North Bengal Express Bus 12312,Midnapore,Ranchi Junction,17:46,139,255
GreenLine Travels 12313,Midnapore,Ranchi Junction,20:19,149,270
Royal Roadways 12314,Midnapore,Ranchi Junction,22:52,159,286
CityLink Travels 12315,Midnapore,Ranchi Junction,01:25,169,301
Eastern Star Travels 12316,Midnapore,Dhanbad Junction,17:08,311,522
North Bengal Express Bus 12317,Midnapore,Dhanbad Junction,19:41,321,537
GreenLine Travels 12318,Midnapore,Dhanbad Junction,22:14,331,553
Royal Roadways 12319,Midnapore,Dhanbad Junction,00:47,341,568
CityLink Travels 12320,Midnapore,Dhanbad Junction,03:20,351,584
Eastern Star Travels 12321,Midnapore,Tatanagar Junction (Jamshedpur),19:03,305,512
North Bengal Express Bus 12322,Midnapore,Tatanagar Junction (Jamshedpur),21:36,315,528
GreenLine Travels 12323,Midnapore,Tatanagar Junction (Jamshedpur),00:09,325,543
Royal Roadways 12324,Midnapore,Tatanagar Junction (Jamshedpur),02:42,335,559
CityLink Travels 12325,Midnapore,Tatanagar Junction (Jamshedpur),05:15,345,574
Eastern Star Travels 12326,Midnapore,Bokaro Steel City,20:58,356,591
North Bengal Express Bus 12327,Midnapore,Bokaro Steel City,23:31,366,607
GreenLine Travels 12328,Midnapore,Bokaro Steel City,02:04,376,622
Royal Roadways 12329,Midnapore,Bokaro Steel City,04:37,386,638
CityLink Travels 12330,Midnapore,Bokaro Steel City,07:10,396,653
Eastern Star Travels 12331,Midnapore,Jasidih Junction,22:53,126,235
North Bengal Express Bus 12332,Midnapore,Jasidih Junction,01:26,136,250
GreenLine Travels 12333,Midnapore,Jasidih Junction,03:59,146,266
Royal Roadways 12334,Midnapore,Jasidih Junction,06:32,156,281
CityLink Travels 12335,Midnapore,Jasidih Junction,09:05,166,297
Eastern Star Travels 12336,Midnapore,Madhupur Junction,00:48,379,627
North Bengal Express Bus 12337,Midnapore,Madhupur Junction,03:21,389,642
GreenLine Travels 12338,Midnapore,Madhupur Junction,05:54,399,658
Royal Roadways 12339,Midnapore,Madhupur Junction,08:27,409,673
CityLink Travels 12340,Midnapore,Madhupur Junction,11:00,419,689
Eastern Star Travels 12341,Midnapore,Koderma Junction,02:43,384,635
North Bengal Express Bus 12342,Midnapore,Koderma Junction,05:16,394,650
GreenLine Travels 12343,Midnapore,Koderma Junction,07:49,404,666
Royal Roadways 12344,Midnapore,Koderma Junction,10:22,414,681
CityLink Travels 12345,Midnapore,Koderma Junction,12:55,424,697
Eastern Star Travels 12346,Midnapore,Deoghar Junction,04:38,199,348
North Bengal Express Bus 12347,Midnapore,Deoghar Junction,07:11,209,363
GreenLine Travels 12348,Midnapore,Deoghar Junction,09:44,219,379
Royal Roadways 12349,Midnapore,Deoghar Junction,12:17,229,394
CityLink Travels 12350,Midnapore,Deoghar Junction,14:50,239,410
Eastern Star Travels 12351,Midnapore,Hatia,06:33,199,348
North Bengal Express Bus 12352,Midnapore,Hatia,09:06,209,363
GreenLine Travels 12353,Midnapore,Hatia,11:39,219,379
Royal Roadways 12354,Midnapore,Hatia,14:12,229,394
CityLink Travels 12355,Midnapore,Hatia,16:45,239,410
Eastern Star Travels 12356,Midnapore,Barkakana Junction,08:28,288,486
North Bengal Express Bus 12357,Midnapore,Barkakana Junction,11:01,298,501
GreenLine Travels 12358,Midnapore,Barkakana Junction,13:34,308,517
Royal Roadways 12359,Midnapore,Barkakana Junction,16:07,318,532
CityLink Travels 12360,Midnapore,Barkakana Junction,18:40,328,548
Eastern Star Travels 12361,Midnapore,Daltonganj,10:23,317,531
North Bengal Express Bus 12362,Midnapore,Daltonganj,12:56,327,546
GreenLine Travels 12363,Midnapore,Daltonganj,15:29,337,562
Royal Roadways 12364,Midnapore,Daltonganj,18:02,347,577
CityLink Travels 12365,Midnapore,Daltonganj,20:35,357,593
Eastern Star Travels 12366,Midnapore,Chandrapura Junction,12:18,262,446
North Bengal Express Bus 12367,Midnapore,Chandrapura Junction,14:51,272,461
GreenLine Travels 12368,Midnapore,Chandrapura Junction,17:24,282,477
Royal Roadways 12369,Midnapore,Chandrapura Junction,19:57,292,492
CityLink Travels 12370,Midnapore,Chandrapura Junction,22:30,302,508
Eastern Star Travels 12371,Midnapore,Gomoh Junction (NSCB Gomoh),14:13,277,469
North Bengal Express Bus 12372,Midnapore,Gomoh Junction (NSCB Gomoh),16:46,287,484
GreenLine Travels 12373,Midnapore,Gomoh Junction (NSCB Gomoh),19:19,297,500
Royal Roadways 12374,Midnapore,Gomoh Junction (NSCB Gomoh),21:52,307,515
CityLink Travels 12375,Midnapore,Gomoh Junction (NSCB Gomoh),00:25,317,531
Eastern Star Travels 12376,Midnapore,Sahibganj Junction,16:08,351,584
North Bengal Express Bus 12377,Midnapore,Sahibganj Junction,18:41,361,599
GreenLine Travels 12378,Midnapore,Sahibganj Junction,21:14,371,615
Royal Roadways 12379,Midnapore,Sahibganj Junction,23:47,381,630
CityLink Travels 12380,Midnapore,Sahibganj Junction,02:20,391,646
Eastern Star Travels 12381,Midnapore,Dumka,18:03,366,607
North Bengal Express Bus 12382,Midnapore,Dumka,20:36,376,622
GreenLine Travels 12383,Midnapore,Dumka,23:09,386,638
Royal Roadways 12384,Midnapore,Dumka,01:42,396,653
CityLink Travels 12385,Midnapore,Dumka,04:15,406,669
Eastern Star Travels 12386,Midnapore,Garhwa Road Junction,19:58,334,557
North Bengal Express Bus 12387,Midnapore,Garhwa Road Junction,22:31,344,573
GreenLine Travels 12388,Midnapore,Garhwa Road Junction,01:04,354,588
Royal Roadways 12389,Midnapore,Garhwa Road Junction,03:37,364,604
CityLink Travels 12390,Midnapore,Garhwa Road Junction,06:10,374,619
Eastern Star Travels 12391,Midnapore,Ramgarh Cantt,21:53,356,591
North Bengal Express Bus 12392,Midnapore,Ramgarh Cantt,00:26,366,607
GreenLine Travels 12393,Midnapore,Ramgarh Cantt,02:59,376,622
Royal Roadways 12394,Midnapore,Ramgarh Cantt,05:32,386,638
CityLink Travels 12395,Midnapore,Ramgarh Cantt,08:05,396,653
Eastern Star Travels 12396,Midnapore,Chakradharpur,23:48,146,266
North Bengal Express Bus 12397,Midnapore,Chakradharpur,02:21,156,281
GreenLine Travels 12398,Midnapore,Chakradharpur,04:54,166,297
Royal Roadways 12399,Midnapore,Chakradharpur,07:27,176,312
CityLink Travels 12400,Midnapore,Chakradharpur,10:00,186,328
Eastern Star Travels 12401,Midnapore,Ghatsila,01:43,195,342
North Bengal Express Bus 12402,Midnapore,Ghatsila,04:16,205,357
GreenLine Travels 12403,Midnapore,Ghatsila,06:49,215,373
Royal Roadways 12404,Midnapore,Ghatsila,09:22,225,388
CityLink Travels 12405,Midnapore,Ghatsila,11:55,235,404
Eastern Star Travels 12406,Midnapore,Pakur,03:38,410,675
North Bengal Express Bus 12407,Midnapore,Pakur,06:11,420,691
GreenLine Travels 12408,Midnapore,Pakur,08:44,430,706
Royal Roadways 12409,Midnapore,Pakur,11:17,440,722
CityLink Travels 12410,Midnapore,Pakur,13:50,450,737
Eastern Star Travels 12411,Midnapore,Hazaribagh Town,05:33,262,446
North Bengal Express Bus 12412,Midnapore,Hazaribagh Town,08:06,272,461
GreenLine Travels 12413,Midnapore,Hazaribagh Town,10:39,282,477
Royal Roadways 12414,Midnapore,Hazaribagh Town,13:12,292,492
CityLink Travels 12415,Midnapore,Hazaribagh Town,15:45,302,508
Eastern Star Travels 12416,Midnapore,Latehar,07:28,217,376
North Bengal Express Bus 12417,Midnapore,Latehar,10:01,227,391
GreenLine Travels 12418,Midnapore,Latehar,12:34,237,407
Royal Roadways 12419,Midnapore,Latehar,15:07,247,422
CityLink Travels 12420,Midnapore,Latehar,17:40,257,438
Eastern Star Travels 12421,Midnapore,Lohardaga,09:23,263,447
North Bengal Express Bus 12422,Midnapore,Lohardaga,11:56,273,463
GreenLine Travels 12423,Midnapore,Lohardaga,14:29,283,478
Royal Roadways 12424,Midnapore,Lohardaga,17:02,293,494
CityLink Travels 12425,Midnapore,Lohardaga,19:35,303,509
Eastern Star Travels 12426,Midnapore,Chaibasa,11:18,135,249
North Bengal Express Bus 12427,Midnapore,Chaibasa,13:51,145,264
GreenLine Travels 12428,Midnapore,Chaibasa,16:24,155,280
Royal Roadways 12429,Midnapore,Chaibasa,18:57,165,295
CityLink Travels 12430,Midnapore,Chaibasa,21:30,175,311
Eastern Star Travels 12431,Midnapore,Giridih,13:13,313,525
North Bengal Express Bus 12432,Midnapore,Giridih,15:46,323,540
GreenLine Travels 12433,Midnapore,Giridih,18:19,333,556
Royal Roadways 12434,Midnapore,Giridih,20:52,343,571
CityLink Travels 12435,Midnapore,Giridih,23:25,353,587
Eastern Star Travels 12436,Midnapore,Khastri (Netaji Subhash Chandra Bose Gomoh),15:08,294,495
North Bengal Express Bus 12437,Midnapore,Khastri (Netaji Subhash Chandra Bose Gomoh),17:41,304,511
GreenLine Travels 12438,Midnapore,Khastri (Netaji Subhash Chandra Bose Gomoh),20:14,314,526
Royal Roadways 12439,Midnapore,Khastri (Netaji Subhash Chandra Bose Gomoh),22:47,324,542
CityLink Travels 12440,Midnapore,Khastri (Netaji Subhash Chandra Bose Gomoh),01:20,334,557
Eastern Star Travels 12441,Midnapore,Parasnath,17:03,337,562
North Bengal Express Bus 12442,Midnapore,Parasnath,19:36,347,577
GreenLine Travels 12443,Midnapore,Parasnath,22:09,357,593
Royal Roadways 12444,Midnapore,Parasnath,00:42,367,608
CityLink Travels 12445,Midnapore,Parasnath,03:15,377,624
Eastern Star Travels 12446,Midnapore,Kumardhubi,18:58,105,202
North Bengal Express Bus 12447,Midnapore,Kumardhubi,21:31,115,218
GreenLine Travels 12448,Midnapore,Kumardhubi,00:04,125,233
Royal Roadways 12449,Midnapore,Kumardhubi,02:37,135,249
CityLink Travels 12450,Midnapore,Kumardhubi,05:10,145,264
Eastern Star Travels 12451,Midnapore,Godda,20:53,377,624
North Bengal Express Bus 12452,Midnapore,Godda,23:26,387,639
GreenLine Travels 12453,Midnapore,Godda,01:59,397,655
Royal Roadways 12454,Midnapore,Godda,04:32,407,670
CityLink Travels 12455,Midnapore,Godda,07:05,417,686
Eastern Star Travels 12456,Midnapore,Barharwa Junction,22:48,373,618
North Bengal Express Bus 12457,Midnapore,Barharwa Junction,01:21,383,633
GreenLine Travels 12458,Midnapore,Barharwa Junction,03:54,393,649
Royal Roadways 12459,Midnapore,Barharwa Junction,06:27,403,664
CityLink Travels 12460,Midnapore,Barharwa Junction,09:00,413,680
Eastern Star Travels 12461,Berhampore Court,Howrah Junction,00:43,218,377
North Bengal Express Bus 12462,Berhampore Court,Howrah Junction,03:16,228,393
GreenLine Travels 12463,Berhampore Court,Howrah Junction,05:49,238,408
Royal Roadways 12464,Berhampore Court,Howrah Junction,08:22,248,424
CityLink Travels 12465,Berhampore Court,Howrah Junction,10:55,258,439
Eastern Star Travels 12466,Berhampore Court,Kolkata Sealdah,02:38,148,269
North Bengal Express Bus 12467,Berhampore Court,Kolkata Sealdah,05:11,158,284
GreenLine Travels 12468,Berhampore Court,Kolkata Sealdah,07:44,168,300
Royal Roadways 12469,Berhampore Court,Kolkata Sealdah,10:17,178,315
CityLink Travels 12470,Berhampore Court,Kolkata Sealdah,12:50,188,331
Eastern Star Travels 12471,Berhampore Court,Asansol Junction,04:33,217,376
North Bengal Express Bus 12472,Berhampore Court,Asansol Junction,07:06,227,391
GreenLine Travels 12473,Berhampore Court,Asansol Junction,09:39,237,407
Royal Roadways 12474,Berhampore Court,Asansol Junction,12:12,247,422
CityLink Travels 12475,Berhampore Court,Asansol Junction,14:45,257,438
Eastern Star Travels 12476,Berhampore Court,Kharagpur Junction,06:28,329,549
North Bengal Express Bus 12477,Berhampore Court,Kharagpur Junction,09:01,339,565
GreenLine Travels 12478,Berhampore Court,Kharagpur Junction,11:34,349,580
Royal Roadways 12479,Berhampore Court,Kharagpur Junction,14:07,359,596
CityLink Travels 12480,Berhampore Court,Kharagpur Junction,16:40,369,611
Eastern Star Travels 12481,Berhampore Court,New Jalpaiguri Junction,08:23,362,601
North Bengal Express Bus 12482,Berhampore Court,New Jalpaiguri Junction,10:56,372,616
GreenLine Travels 12483,Berhampore Court,New Jalpaiguri Junction,13:29,382,632
Royal Roadways 12484,Berhampore Court,New Jalpaiguri Junction,16:02,392,647
CityLink Travels 12485,Berhampore Court,New Jalpaiguri Junction,18:35,402,663
Eastern Star Travels 12486,Berhampore Court,Durgapur,10:18,104,201
North Bengal Express Bus 12487,Berhampore Court,Durgapur,12:51,114,216
GreenLine Travels 12488,Berhampore Court,Durgapur,15:24,124,232
Royal Roadways 12489,Berhampore Court,Durgapur,17:57,134,247
CityLink Travels 12490,Berhampore Court,Durgapur,20:30,144,263
Eastern Star Travels 12491,Berhampore Court,Malda Town,12:13,223,385
North Bengal Express Bus 12492,Berhampore Court,Malda Town,14:46,233,401
GreenLine Travels 12493,Berhampore Court,Malda Town,17:19,243,416
Royal Roadways 12494,Berhampore Court,Malda Town,19:52,253,432
CityLink Travels 12495,Berhampore Court,Malda Town,22:25,263,447
Eastern Star Travels 12496,Berhampore Court,Burdwan Junction,14:08,266,452
North Bengal Express Bus 12497,Berhampore Court,Burdwan Junction,16:41,276,467
GreenLine Travels 12498,Berhampore Court,Burdwan Junction,19:14,286,483
Royal Roadways 12499,Berhampore Court,Burdwan Junction,21:47,296,498
CityLink Travels 12500,Berhampore Court,Burdwan Junction,00:20,306,514
Eastern Star Travels 12501,Berhampore Court,Santragachi Junction,16:03,307,515
North Bengal Express Bus 12502,Berhampore Court,Santragachi Junction,18:36,317,531
GreenLine Travels 12503,Berhampore Court,Santragachi Junction,21:09,327,546
Royal Roadways 12504,Berhampore Court,Santragachi Junction,23:42,337,562
CityLink Travels 12505,Berhampore Court,Santragachi Junction,02:15,347,577
Eastern Star Travels 12506,Berhampore Court,New Cooch Behar,17:58,393,649
